id,content,label
1016784859504574494,Hey <@&1011390425745080453> created this channel for any input on the voxels plot.  Should we change out the artists maybe next week?  Do we want to do anything fun with any people who sign the guestbook with their address?,
964357350150508564,"How to avoid common pitfalls like governance capture, abuse, stagnation, etc..

There are semi-decentralized public goods based on semi-autonomous software that are sustainably run. Wikipedia, the linux kernel, the IEEE, debian/ubuntu, Apache, W3C, the Wifi alliance, mozilla.... 


are they perfect ? no. surely they aren't. Do they get the job done? for the most part yes. 

We should study them and see if we can discover best practices.",
951256312501661726,"Hey frens - I posted this in <#943943469821476944> regarding Proposal 43, but this channel is probably a better place for the questions:

```This is an obvious yes from me, Small Grants has been capturing a lot of incoming people and guiding them into funding. This is becoming an essential part of the Nouns ecosystem. But that being said, this doubles the budget, I still think public discussion is helpful. Some thoughts from me:

 - would love if completed Small Grants projects had summary reports, sharable press release links with pictures of completed projects.
 - From your last ETH refill what were the success stories?
 - are there any projects that weren't successful that lessons have been learned from?
 - is there a general mandate being developed? a set of criteria being developed for evaluating proposals?```",
1025965974639362048,How do we deal when it’s a different day like a Wed in EST is a Thurs somewhere else?,
1013663445083766875,Hmmm can we do 1 hour later?,
1010226849302974584,"Leading with gratitude but I am curious, is there still a backlog of retweet prizes yet to distrbute? feeling yoloish",
956745554975674449,"In a sec, are you reading my mind? lol I was just working in the duck lol",
937829422407507979,What's  this ser? cardboard animal?,
979844645179773016,idk? what i got from their sybil.org page...ours is up-to-date fwiw,
896008387798642688,"By ""descriptor"" u mean ABI right?",
1092588663629697075,What was announced? Usually we say it in the actual contest.,
1001611930827505785,"At broad level, am leaning in to props in emerging economies... because grants go further there, and opportunity is larger due to sheer population density.

For 118, Nouns Week Brazil 1, 2 and 3 are great initiatives, but lack specifics. How many billboards, how many Nouns graffiti by how many local Graffiti artists? How many floor ads with chalk? Put numbers on this and cost structure, and easy yes... without, it feels like ability to execute is lacking, so confidence to deliver lower. 

4. How many posters?
5. How many stickers?

145 Eth is a lot for a prop to lack these basic details

What is plan to get traditional media or large influencer accounts to connect Prop118 work with populations of Fortaleza (2,68 million), Rio de Janeiro (6,7 million), São Paulo (12,33 million), and Porto Alegre (4,4 million)

All that said... would still fund. It is a 1.5 days of Noun sales",
1028021357885259806,"<@913511173272522802> Really digging your space proposal, will yall actually go to space or is it just for astronaut training?",
1089963903678681168,someone have music?,
991703715079798825,Do you guys know how to handle tonight’s POAP? <@930985786449481858>,
947164560480141312,"Agreed sounds less of a pain this way. But this does mean that all voting will have to happen in the discord which means we need to address two things: 

1) We need roles for all voting members. And potentially roles for working members (like secondary reps from projects eg) and
2) A gated channel for voting separate from this discussion channel. 

Does anyone have the ear of a nounder to see if those are possible?",
1083153951534358648,"like, vote YES initially but changing your mind and wanting to vote NO for the same proposal?",
1075540567217418310,"Okay,for now
It only knows noun related things?",
1059990608762114149,"Yes you are fighting you also started it. I'm not against them I just want everything to be fair, don't you agree?",
956756999872344095,how to revoke if you were to ever sell your noun?,
981028059882868807,has the nouns dao felt that need?,
963730867245686794,What's up <@357667384342872074> !!!??,
985346216030273626,What’s stopping all the other sites from using these.  We should be getting ⌐◨-◨ on as many sites as possible.  Imagine credit reads “artist name ⌐◨-◨” on sites everywhere!,
1089587671875207228,"<@708131862731554917> you forgot to lead with, ""xargs is going to kill me"". San won't kill you, but he will reply and tag you for every piece of information that he needs.  

Would you like this as a soapbox with channel/team role/etc?",
879863543862788147,Would be able to mint as an NFT?,
1037542767762616411,"Ayo, Nikki - seeing these pop up in my recommended gives me a fire TikTok/YouTube shorts idea
https://youtube.com/shorts/J4DtCb-0dEw?feature=share",
1090337248274288762,<@650824125056548865> any chance we can do 2:30pm ET on Thurs this week? or maybe tomorrow 5pm?,
1015928442698600458,i heard you all need us to bring coffee!?,
1045066980094386306,"<@708131862731554917> i think you mentioned this might be canceled, any info?",
1004161647516065852,Do ETH bros know magic eden? Big in the Solana nft world tho 😂,
1082398922632339497,but once they have happened does that not open the potential for more?,
983858058507714570,"I don't know; currently all heads as one chunk exceeds the contract size limit, so I never got it deployed and stopped there

wanted to wait for some feedback

if it's an important flavor to explore, we would need a bit more time to change the code to break up image types that exceed the limit into a few chunks 

do you want us to invest in that?",
964198426923401226,apparently I've been banned already?,
984926114927489104,What do you receive for getting a proposal approved?,
979412599479353404,"could nerman tell nouncillors they were going to miss a vote prior to missing a vote, minority report style?",
983446874432372827,"do you have any estimate by how much can the gas be reduced?
or any thoughts on what a good target can be?",
1041458115025060023,"How is the guest schedule?
Mr Boney suggested we have one of the NFT Fest AU crew on this week.",
1090006445765959790,do you have any more earth-shattering announcements for me to scream about this week?,
1072950835706859590,btw <@170689631174656000> any chance we could get some high res stills from this video?,
1014600924330729552,"Hello Noundudes & Noundettes (again) 👋

A few of months back, I introduced the concept of developing a 'Nounish' builder, which offers the ability to customise Nouns, then eventually mint it.

See here: https://discord.com/channels/849745721544146955/855538581434007635/973636696614785065

After going back and forth designing many iterations, I'm finally happy with what I've developed and proudly want to show you the current stage it's at (it's almost done).

This offers so many opportunities in terms of proliferation and collaboration (where you can learn more about in the Discord link above) and I'd love to tell you more about it, but for now what I'd love most is some questions and just receive your thoughts from the video below.

So without further ado, here's the video (video doesn't include minting):",
979464629736570920,"OK, so how long will it take for that Noun to sell at or above 313E?",
1032417807285108847,do ppl talk about nouns in here,
979117365860114432,Didn’t know about this one. So this was you and beautiful swapping?,
997109303964086433,Is this stated somewhere formally ?,
1001907359041466480,see what? Is the prop ready to be executed?,
979582583346180126,Anyone doing anything fun for memorial day weekend? <:noun_face:863562478546190358>,
933473881740705912,Do we have budlight in here <a:noun_brain:864144999901823007>,
1067844222780178453,"cross posting from The Jungle here.. but if you own traitworks tokens please vote on this prop before it ends in 6 hours. I've voted against with the following reason:
*While I agree that a DAO doesn't necessarily need a ""CEO"" I do think it should have a team of people leading responsibly and following best practices. This is not that. I am 100% in support of running a prop house round but I think we need to set up a multi-sig to store the funds not give them directly to the person who has basically not said a word to the community that he started. If this was a known individual who's reputation was on the line maybe I'd feel differently but this seems irresponsible and risky. 

Please refrain from trying to open the DAO to rug potential in future proposals. It is not fair on people who take security and decentralization seriously. Our funds are in the treasury too. Satori is excited to build with other TraitWorks members except for those who don't follow best practices that all other DAOs follow. Working TOGETHER we can get the job done!*

https://nouns.build/dao/0xe8f0b57a805b9a15fee874fdd8f6bc250a0d2c55/vote/0xd8a6283dc41f98b374dc55d3091fe9726b9af96704c4653e20de0a4e89943a01

With the above in mind, I've created a discord for traitworks discussion and will set up some channels and such shortly. We need a place for community discussion rather than making passive aggressive remarks in proposals.
https://discord.gg/MC6b95vc

cc <@333737183829557248> <@819316859097579530> <@309451244521652224> <@821451435970527262> @Bob The Buildooor#7931

can't even tag Bob cause he left this server?? strange..",
1047951591732432966,Does anyone here happen to have a repo of 10+ pictures of things with Noggles on them?,
985210400901582848,"Hey Jon! Can you break down how you got your $36,000 cost for 200 posters?",
985561435604148274,"Buenos Aires! Gm from the past, how's the future looking?",
1044321951528792065,Which Prop House builder round ser?,
1013121497516216330,Oh shit you in there too!?,
942187159899762739,So should I sign you up?,
1078298313520074772,<@202986009216942080> is this good for you?,
1016953556709949441,Is there multiplayer mode on CK?,
1006178157897973850,anyone know twitter for Jake Brukman?,
1050955777713643581,9:05?,
1033066579723821156,<@708131862731554917> you good? Need that hawkeye,
1014215479033856142,Is there somewhere I can find the Nouns glasses logo file to use for a product mockup?,
953713975265230948,"no, but maybe we should?? 😛",
929247058131550209,Do noun holders earn a percentage of treasury? what is the treasury used for other than funding proposals?,
1001604582021013544,"Should we do something like live raffles on the show? Or maybe like some prizes that are given out on the show.

Like what if we called people from the audience and asked them a question from the day before? And they win a prize. So some more live contests to mix it up. (Similar to that awkward contest I had yesterday 🤣)",
922994065409200149,Not allow to inv people’?,
958420512969752586,"https://discourse.nouns.wtf/t/scaling-councils-and-incentivizing-prop-builder-communities/885

Why isn't there a reply button this? I want to add some thoughts.",
1022863367418945546,"Nouns is an open invitation to builders in hopes of proliferation. Surely the founders understood that success would result in things being made, and that many of those things might be made of plastic? That response was nothing other than holier than thou crypto native nonsense to me, and flies in the face of nouns, and what it stands for.",
990807506974568468,Seems like it?,
1015587790186094653,c/should we open a channel for soapboxes?,
1046578037921157120,Why I can't discord on the minting page?,
856619668051984465,so noun auction every day for just 1 year or forevr?,
991019196408299540,hey! how can I help? not sure I'm following the convo 🙂,
1032364753336672406,is NNS like official?,
976228391156076636,what are these questionable things?,
1088069298074947615,"<@738431505927241828> by ""Prospectively, I wouldn't pay for restaurants to rebrand as Nounish --> the goal is to find ways for it to pay for restaurants to rebrand as Nounish."", you mean finding a way for Nouns Deli (specifically the Open Franchising Model) to pay for restaurants to rebrand as Nounish?",
1064295867479248926,As a permanent feature?,
1086103083874009210,"this nomo draw for marianpedroza is listed to send ""noun town"" to them... but I don't see any NFTs called this or similar to send them. Assuming it's the welcome to nountown short animation NFT. 
You happen to know more about this <@708131862731554917>?
Do we have this NFT somewhere?",
1059506582804774922,They didn’t say “NFT” did they?,
1034454558606360647,Which 1/1 sir?,
1030872724039549049,"haha the current Nouns Museum is already beyond awesome!  i'd love to build something new for the community, so we don't duplicate the work and move the project forward efficiently.  i'm trying to decide between (1) a 5 vs 5 soccer game among Nouners internally or we could also do it externally vs. other projects like Meebits (2) an immersive fomonouns space where the next 3D noun models are displayed and people can walk around look at them in 3D, discuss about them, and then vote on the next one.  thought?",
994129218541736007,When are you gonna come on ser?,
1055206086728228884,yes. are you dong music or am i rugged?,
1086132322878885928,so 2 NOC shows' links always there right ser ?,
973943440813469696,Well that’s something —still no reason given? 🤷‍♀️,
945829160247525407,Maybe we could try and revive/rebrand nouns party?,
956238611471294504,"Let Yuga do its own thing, not really our concern, there's so much white space and we're fully empowered to define our own vision for the space and future for Nouns.",
1070921701589798912,we might need to have an emergency messhup meeting?,
1025515484558397440,"it's the 400x400 compressed file tho, so I'd say it's probably worth reaching out for the full image if you can? rcsa is a good backup/last minute thing but. yeah.",
898525070073409547,"Hey all! Hope this is the right channel to ask  - let me know if not 🙂 I'm setting up a DAO for one of my projects, and found the ""Governance ‘Slow Start"" (on top of Comp) idea interesting and appropriate. I found this repo from comp (https://github.com/compound-developers/compound-governance-examples), for building UIs and assume Nouns DAO forked the underlying gov protocol and then built their UIs based on this suggested approach? I was wondering 1) whether the fork that adds Governance slow start is open source and available somewhere, and 2) whether it would be possible to implement all this in a more lightweight way, by e.g. implementing a strategy for snapshot, and 3) whether that's possibly already been looked into or done? Thanks in advance 🙏",
965322968299339927,https://nouns.substack.com/p/logan-paul-did-what?,
971092319040331826,I have a Question. When do we have townhall meetings for the Nouners? Need to plugin into East African time to i can always be on them meetings.,
935487944242901043,Ill add the remaining nouns glasses later this week. Do you think we should introduce more colors?,
1040121530849448047,They’re down! When works best for you?,
1022353800952029244,Oh for sure! Could you set up all four streams including NOC for today? Please and thank you,
918000173416849429,do you have contract data enabled on your ledger?,
994703800000589894,"Have a question for ya, can ya accept my fren request",
977756631813222401,Why not transparency? Because it just didn’t feel right (nounish)? Or lack of control/intention of look? Or something else?,
969649454128988241,"Guys, did you check out my proposal on discourse?",
951971506215333998,"Thank you, I try 🙂",
1026182735871614996,"Do I include the working hours for Soapbox with ""Approximate hours spent per week on TNS"" or is it just exclusive to NOC",
1075088025517838348,<@708131862731554917> can you please mention the nomo # when you announce the nomo draw winners moving forward? I cant find this owner,
969300159844454411,<@827708794841727076> new traits via noundry?,
873900664701480981,what is this supposed to mean?,
1012056162927120395,Can we ask everyone to use the noc app again? I want to build momentum and create a habit,
968916185519370340,"ah ok, well maybe we could jump in and help to shepherd the script through a finalization process and help with execution?",
1027271185249079317,What head should we pick for upcoming marathon? I pulled this whale nouns from Mesship's coloring book.,
892045408350666802,Oh that was you I was bidding against? Sorry! Glad to see you got yours today,
1017127375491846144,"I don't know where to start actually, How to get started? Any advices?",
998070759446564864,"Hey, not a noun holder. may I bounce off ideas here?",
1031261979186311178,<@813421644298321961> do you track your socials based on the type of content you post? I feel like your a god at attention harvesting through thought provoking comments,
978413152943353946,<@813405185686634506> cant post here but maybe in another channel?,
1026567930219089930,ideas for quick art contest?,
996555653294346290,"Do you guys prefer that the site says to DM us in twitter to reach us, or discord and tag someone (who), or both?",
958924855863021569,"love this ""did you know that the intro is the same every episode"" 😂
https://youtu.be/IzShbEg8awY?t=104",
1039946792948748308,the soapbox schedule tends to stay the same right?,
902213511491493958,"oh, in this scenario, all future tokens will also not match the index, in perpetuity - right?",
994637137255350312,is there a lil taco <@989290640573612152> AKA Taquito ???,
1035991861560623254,crap my phone died lol be there in 1 min!!!,
1025091162287120444,"ohhhh `  title: R.pipe(extractTitle, removeMarkdownStyle)(description) ?? 'Untitled',`",
1050909405895458857,do we have an invite link on our cal?,
1045487539051573298,Does anyone have an extra 1 or 2 NOMOs #521? I haven’t been able to mint but finally got it fixed today,
1059156967278530581,Is there not another DAO Incubator round that starts tomorrow?,
950100145167556678,"I don’t know if it is, but could maybe the <#947209355189702666> be restricted to just members with Nouncil? But obviously leave this <#943943469821476944> chat public",
1004026042127761499,do we do the closed to open eyes?,
982982682067763200,can you see the above?,
981218527702814720,anyone got an invite to the nouns vision discord? inv link appears to be expired from the premint site,
1052026673748512778,Milk and cookies have a guest too?,
1043674011592310825,everybody get the POAP?,
987844148637864028,How’d you take these?,
974329527109029960,Agree - it's not a monumental ask for the significant funding they are requesting,
932687925404139612,right? it just flew by,
1022940798720946247,What would you name him/her?,
1049853872694366258,"Look at her tone of voice. What is illegal and what is ""Bleacher Report Football"". She must have just googled it and said it like she understood it. LoL",
1064136015314419763,What is with this bot!!,
1037584140373069834,gang what time ba today or tom?,
975920148403859466,Aw ya?? So it’s like a sub-collection?,
1067409980166250571,where's davin,
1012856262683283536,"Someone made a comment the other day that the guys doing the Nouns iphone game prop on discourse had “bad vibes”. I think it was you Krel? Can we please get some additional context, because I’ve seen these guys over the past week making a real effort to engage here on discord and on subdao discords. They’ve also been coming on the Noun Square and today made this piece based on our Big Ben mascot (unprompted, not for a contest) 

https://twitter.com/arashslacker/status/1563259859818401800?s=21&t=rjU8cHTfbMQriqbMG84dOg


They seem to me like capable artists with some passion and energy and while I agree their discourse proposal wasn’t super clear, I don’t think we should write builders off with a stroke unless I’m missing a major piece of context. (I think there is also a language barrier at play.)

Let’s channel this energy into something good.",
943921166450565150,This is essentially SharkDAO right?,
984565897106710589,is there already a stiletto or pump? 🤔,
1024456307798966412,"let's get a squire and give them discord events.  i can send a list.  they can start at the top each day, and add/replace assets as able, and can coordinate with soapbox owners for materials, and TNS twitter team for the rest?",
963837046219231263,is there goat yoga?,
967146915579965541,"you are welcome Ser, is there a twitter account connected to this project I can follow for updates on the evolution of this Beast of a car?",
969279151796273202,"since you can resubmit so its kinda like ""not yet""?",
1005151141706858588,I've been reading a lot into DAOs and heard about snapshot. Anyone know why nouns does not use Snapshot.org for governance ? Could it be possible to migrate the governance to snapshot. I'm wondering how snapshot can trigger transactions though,
1049365115448873062,Who was your source I’ll kill them,
1028356964788473966,Ok are you in the entrance?,
1091532097967100045,"How are we doing on the relaunch sir?
Are you still with me?",
1061824120947478588,Check now <@819316859097579530> <@202986009216942080> —this should be viewable by everyone,
967139013200859226,What does one bid for an actual “cash cow?” 💰 🐮,
997125954134626395,"Hey @everyone 👋, was researching on Nouns, can please anyone help me in this?
My question is what's the DAO main focus? 
Is it acquiring new members or giving better experience to current members.
And on what DAO mainly spend on?

Also, what's the nearest and long term goal of Nouns DAO?",
872967778913632276,can the dao bid on nouns?,
1060695819239559239,curious if you have any ideas for what you’d like to see?,
1077609915394310184,"For me success will be gauged upon the steadiness. If sales dry out, then that’s a valid position. If we sell 200 copies a week, steadily? Then we can project that sales will continue in a similar manner, and over the span of a year, everything will sell out.",
973448706164686850,"Ok, but to be clear, someone has to sign (on gnosis?) and then the vote is executed?",
1037593412167282709,"Where are u from, Hello from Vietnam 🇻🇳",
895268915037474846,dogecoin has a ceo???,
984893871160954920,how does this solve the problem of server-less tokenURI generation from off chain parts?,
991438292245545141,o que e o lost noun?,
984454916921786429,Where is voice-nouncil?,
866796854321610792,"And now I just joined the bidding thing, have 18eth is that enough or shall I ask for more?",
1040665428369879071,gm! do you need a starter here?,
901196617451978773,would it be fun to include a 1 ETH fee in the proposal for the individual or team that creates the winning ad? we could have an impromptu contest in Discord,
1006040377410723902,which should we open with?,
1090279473959677962,so not best option but im a backup?,
989656446121701396,has anyone tried deploying the monorepo contracts with foundry? i haven't tried but wanted to get an idea of difficulty before diving in,
909427301119324240,"Definitely don't like the idea of the treasury buying any Nouns, I think it signals to the public the wrong message. My gut tells me automated adjusted issuance (with the target being auctions every 24hrs) is going to be a feature other Noun clones end up implementing. However, Nounders decided that wasn't the correct approach from the start and I respect that.

BTW, if you don't mind me asking. How come you decided to buy Noun 40 from the secondary market and not Noun(s) from the daily auctions? My thinking was that most people would want to contribute their ETH to the DAO for future use as opposed to giving exit liquidity UNLESS the secondary market is trading at a bigger discount.",
1025755601323696238,Do it <#872620295507312640> — it also more likely to stay seen as this is the general channel 👍,
1037581753759580171,"Nakamerge na mga layers ng akin, si skwalo na lang magsend templates niya. Maraming poap yan HAHAHAHAHAHA",
917227984627322890,where does the yellow come from 👀  I just made this just cuz now i want the asset,
877664664782250014,any help?,
1065250985854906399,"Sooo, I made a whole lot of memes for the ""Memes & Marketing round 2"" - I'd love to share them on Twitter, who are good persons to tag? @nounsbuilder obviously. @nounsdao too maybe. who are the people most involved in nouns builder though?",
997494770966483004,Bien y tú?,
984324134320365618,Could someone tag this guys please? I’m AFK,
979710214905425970,Where is the “take my money” button? These blocks are so cool!,
1008143151761989723,"I see dopamine prop has been ""cancelled"" - any update that i am missing?",
905141472146386984,"brought this up on the last nouners call, but just want to circulate here for emoji consensus. we have ~3 different people who have been contributing to the project in different capacities that are interested in a 3-6 month full-time contract and / or residency with the DAO. one is a designer, one is a full-stack developer, and another is an experienced community manager. assuming reasonable requests for compensation and details around scope of work & engagement, is this something nouners would approve?",
969654925644660816,<@372465201808670721> can I DM you re: Prop House x Nouns Story Foundations?,
990077294880120842,So replace all 3 of them?,
1085142363007103056,are we rugged?,
1064294851010633748,Overheads in terms of?,
1024463293630402661,Let's boost the ComicDAO contest?,
1055152393714683945,"appreciate you and def understand the 'book-boi' thesis -- as long as i've been around the premise has been public good and 'proliferation' (however vague), think we're bringing both and more to the table with this one -- and could be major value in breaking out of the Nounish echo chamber for broad distribution of the 'meme' to an entirely new web3 curious segment",
872988574243500122,"Love that, it really fits the character. I can imagine it doing a slow chuckle, head bobbing up and down.",
969961154069798962,"You like the earthier/chocolatey notes then? Except Ethiopia, like your bit of floral every now and then?",
1077281892216348773,So you can’t print more of the book if it sells out?,
1083837256357396490,"little under 20 minutes out, y'all ready? <@475621532186574853>",
1085757641382445106,For a contest through calabara creator contests?,
998179945937379329,Favourites so far?,
1053458587277611028,Anyone have any pics of Nounish Holiday Cookies?,
1022603337624985670,is there an estimated time for prop house v2 to get released?,
1025581418383941632,How do we fix this?,
1023813759115993138,"What about just the TNS logo there and the words

SOAP 
BOX",
1030123968142790747,is the 10min rule already in effect?,
980164668255526922,"Have used in several projects...not that i'm super intimately familiar with it, but maybe another head might help?",
906248475354750997,is there a simple place to look for what (expensive) things the DAO is currently contemplating doing? Feels like nouns are trading at a giant discount on their share of the treasury but also a big opportunity cost to tie up ETH if it isn't being spent,
1006228640750653491,Yeees iiii got the POAAAP,
1085352056660955187,?? as opposed to what?,
988784473233580073,You don’t see this post at the top?,
866917580380176434,How do we see prev. rinkeby nouns?,
906687752395980828,Okay should we let someone specifically know? I’m assuming our Noun will be going into a multi-sig in the next couple of days,
984473348492910602,"shoot, when does their call run until?",
984992769309302814,"yea these are the first sets off the molds and the very first samples of packagng, been in a panic over fed ex this past week so happy they made it  cant wait to see umans waring them??",
984507421428961280,May I pls request to see gnars on this list? <@819316859097579530> <@393902285396377612>,
1054436394656878652,Spitballing on this. Do you think there could be any merit in making it a cheap mint or something with all proceeds going to charity?,
978702163243073546,Any Nounders to weigh on on this??,
1001258741884264619,"what kind of auth are you relying on from firebase for wallets? what's being persisted there some session data, user ids?",
984911352814530601,something like this? https://nouns.center/talent,
1010708522784268412,"Going back to a really old point here, but if subgraph decides to charge soon and our project is reliant on the nouns subgraph, how’d a developer got about requesting to use it? Would the dao be able to hand out an api key (given it is for a legitimate use case) or we would have to make a request, say in small grants for funding?",
1017467817538375780,any volunteers for tomorrow?,
1011771267071885322,"Wait, mention in admin to get this idea booming?",
878309660480897035,Couldnt anyone make a bunch of NOUNS and mint and sell them? 🤨 🧐 🤔,
1003829022091911229,is lil nouns an official noun collection?,
1047272922802303046,"6:55 pm EST, right?",
1024489845466341396,the orange jacket that patricio has been wearing since forever?,
921348355274186783,why?,
973177574068990002,"This looks amazing! Is there a link where I can find out more? (New here, thx)",
1048433251406065736,"be patient, they will ❤️",
1006801841251696661,"i mean it would probably be better for it to be public so that proposers could see that sort of thing if they aren't nouners, no?",
1008845183602929664,New contest?,
1001795692953612339,"Do you tune in to the show?
We announce winners live on the show.
The most recent were:
```@yumiart105
@hapsigmi```",
997440073089953802,Has anyone made something like this but with all the original Nouns? I would love to hang up a big print for my wall. If it doesn’t exist I think I will make it,
1014577745759572010,"also, was there a way on the sdk to hide all traits and background to only show on trait from seed?",
1060205662400950423,Would you be free one day this week to come on our show to chat?,
988847971108012092,Bros.?,
1054716764098928702,"this is obviously not stealing, but what i like to call a johnny come lately co-op. am i alone in this assessment?",
973439548287754260,looks line we want brian to help automate it? let me know how i can be of help,
1066325136367697930,You're Turkish? 😊,
949765060924936313,"where’s the stream, 🥕?",
1064295163792461934,What’s plan b if your new liquor license application gets knocked back?,
964603771843907584,hey <@410593947027505162> I am not seeing mine as well as a foundling. Mind double checking the list for m3tamonk.eth?,
1086318395475116105,can anyone volunteer to do a retweet picker?,
1068939419400273931,"Some notes

“A Basketball X Nouns event in collaboration with NounBA and Vesselverse. [link]” - can remove the [link]

“Prop House – quick report on projects funded and a few success stories.” We need to link that or add to it ?",
1063872684569665646,What does that even mean lol,
1000071770377830470,"Hey guys. 
I have been thinking about the possibility of creating a channel for the NounsOS.
I am building the NounsOS mvp as described in the proposal and would like to have a place to discussions, feedback, suggestions, updates, etc. 
Do you think it is possible/viable?",
962596961448509460,"Likewise. Keep trying to tell my design studesnts how much opportunity there is in this space, they just struggling getting up to speed on it.",
1019367307971133481,"""not nounish"" = ""does not align with my personal vision of what nouns should be""

correct framing?",
1002574773198532618,if we turn the question around — what kind of props would we happily pay half a million for?,
903077364857196544,Idunno what im doing fam. what do we think?,
1010295580515389530,@everyone I will host tonight. Cohosts?,
1057520209897992262,<@959129955755757588> what was the middle part?,
982218145278332948,Fomo app???,
1004202923271655434,"This prop sounds super cool, although pretty over my head. 

I see mention of runtime env, asset pipeline, and architecture. But as a layman reading this, it’s not totally clear to me what the outcomes will be. What will be unlocked once the work funded by this prop is complete? 

<@872151786402750475>,  can you help clarify?",
1000064065118421082,"perhaps it's better to consider a block-friendly alternative to Arbitrum? e.g. Polygon POS, GnosisChain?",
1006082606263193741,How do we get nounify.wtf to add the noun o clock circle,
1088173021581283328,Why is the biggest track Mobile App?  Stands out and I don't get the logic,
1012266841344848003,and we end up with a puck???,
992627137452462120,Not sure if Submissions  are closed? But I have 3,
1027316921332404294,seeing alot of adults carrying plush teddy bears...is that a thing now?,
974847666976596008,"could perhaps have them sent to a multisig that can be executed from snapshot (or even discord) using zodiac reality module, use nouns as voting token, and still participate in their governance as a group? eg. submit lil nouns proposal to change every 11th lil noun transfer to said msig. just a random thought since i have been using zodiac",
1006176359741145118,<@959129955755757588> Got the 9?,
960652586321600642,yeah sorry its on my list. i can take care of it. what is the nouncil address to delegate to?,
1076329008934953090,yes! are you available as starter?,
986331559009325136,"Quick blerp! I started designing and pondering a financial literacy board game a few years back. It will be digital with potential to produce physical sets. It just so happened to bring the prototype with me on my little excursion to Mexico. When I came across Nouns I got fucking hyped and pulled out olé faithful.

I still need to finish the SDS, but almost everything is already laid out in my noggin. 

I am having a hard time connecting it with the noun esthetic, BUTTT the purpose of the game is use real world scenarios to teach people the basic personal finance and investment skills that school just so happened to bypass. I am hoping with this game I could help people free themselves from the cyclic path of financial struggle. To me that's pretty dang nounish.

Would love to collab with some others to help me with the coding and final design.

What chall think?",
997437013814935562,I’m very eager to host someone from the Nouns team on a twitter space interview. Do you all do that?,
912509483295596605,Has the goat been secured?,
997380812926373918,"Not yet.
Are they in notion?",
1008799268183736392,Am i breaking up or toady?,
956755676078686259,Will u make one with blue glasses n small gold chain on neck?,
963471130801373184,Did that little kitten crawl out of your trashcan?,
875076698733940746,how do you see prev auction purchases,
1065264940979597333,"<@303004182129147905> what is the toggle ""loopback""?",
939951046283919432,Nice! Did you “upload” this to the experimental playground to generate new combinations?,
1020450395098726411,"First of all, has anyone else ever dreamed about Nouns?",
1017825125787254804,what's the plan?,
976511537529372742,what do you think is the most likely failure mode given the current structure of nounsdao,
984942751344898138,férias?,
1006801270281093181,how can i vote in the website ?,
959558864116777050,"are nouns owned by the nounders able to be sold? I'm part of Wizards DAO and we've been discussing purchasing a noun, we thought about trying to influence a wizard hat noun to be minted through fomonouns but if the nounders would be open to selling noun 60 then that would be great as well. not sure who we'd need to speak with to make moves on that though",
1075529091085770882,speak for yourself i'm a narcissist,
997549425893314611,Do the Harlem shake,
1035001245984886865,i mean what are the chances that 3 of us will get hacked that bad?,
882429954124546068,"this would fall under your discretion as stated in the prop, correct? i.e. initial tx from dao doesn't change, it would still be 100% of funding (96Ξ)",
982830265124675594,ooo what is this?,
889834592343826452,So i got it but missing the details. How do i contribute,
932692675558252645,"were the buttons turning green, or just grey?",
1075540491216625685,"has anyone ever explored a dao treasury functioning like an endowment? say like for a college. the principle treasury is preserved at a certain threshold that it can throw off a reasonable yield to fund proliferation and builder projects and principle grows via auction and remains untouched? a 6% yield of nounsdao would throw off about 2.8 million usd a year rn without touching the principle. like these big decentralized projects could function like large institutions and universities, like rather than commercial business models.",
1073301028138663937,Hey <@908131408990584852> -- any feedback?,
971164314436263966,drone pilot program? 🙏,
963631395173957632,<@303004182129147905> are you able to make it?,
983908967275176067,hahaha is that the story about the extra large condoms to make the soldiers feel bad??,
979210763908562994,For real? How does that work?,
1001507919273132042,"Hey Moksh, are these NFTs Nouns related?",
1072106462052089897,"Hello, I think I don't understand this prop. Any insights?",
998237126879629403,<@816727974485164062> I was told you might be working on some stationary Nouns projects? Would love to know more if you can point me in the right direction!,
1034122960753135638,Where are we going to ask Nouners questions now?,
946124413991006218,nouncillors?,
985219779377922098,Yall at Consensus?,
1048374899258953760,Ok can you prep the tweet?,
914551535025938493,that's interesting. maybe find a handful of members that want to do it..? (as in run a few nodes),
1000069515192844339,"I did. It looks very similar to what I proposed. Do you think I should go with small props, or my tool be inside your prop? Also, I believe you will have a better design that I did 😅",
1005933092516659361,Kinda confused on these lol is that what we are going for?,
871441154288259152,Dm one of the nouners maybe?,
973228652160487474,"Btw, did you see the fomo mobile apps? I also preparing a good update that greatly level up voting UI",
883404704774778960,"through my brief search I have found you guys, Nouns and also Lions and I think SewereRats? just wondering if anyone could give me more insight or a breakdown or anything really that could give me a better understanding of all of this <@372465201808670721>",
1019236018500681769,"pardon my ignorance here, but is there anything to be said about these looking pretty similar to the <#928374555968413706> figures? has it been a collaborative effort or did they both arrive at the ~same place independently?",
873339639174410240,Billboards promoting the project?,
1042923798502064228,Was nounlets a flop?,
991144708317380678,"is that a thing for 5 years from now, or now?",
907613548253954089,"Are people aware of that? I wanna learn more about nouns, where can i deep dive into it?",
1019711586769833984,hey is there a list of all the prop house winners or do you have to go through the website?,
